Unnamed: 0,MSSubClass,MSZoning,LotArea,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,MasVnrType,MasVnrArea,ExterQual,Foundation,BsmtQual,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,CentralAir,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Fireplaces,FireplaceQu,GarageCars,GarageArea,PavedDrive,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
292,8,3,11409,1,2,3,0,4,0,0,5,4,1949,2008,1,0,0,1,0,292,0,476,768,1,0,1716,0,0,1,1,3,1,0,8,1,3,1,281,2,0,0,0,0,0,0,4,2009,2,5,131000
294,4,3,9600,1,2,3,0,4,0,2,6,5,1953,1953,2,238,0,1,0,1285,0,131,1416,1,0,1644,1,0,1,0,3,1,0,7,2,3,2,418,2,0,0,0,0,0,0,10,2009,2,5,167000
295,12,3,7937,1,3,3,0,1,0,7,6,6,1984,1984,1,0,0,1,0,819,0,184,1003,1,0,1003,1,0,1,0,3,1,0,6,0,4,2,588,2,0,0,0,0,0,0,7,2006,2,5,142500
296,8,4,13710,1,2,3,0,4,0,0,5,5,1950,1950,1,0,0,1,0,420,0,490,910,1,0,1558,0,0,1,1,4,1,0,6,0,4,1,282,2,0,0,0,0,0,0,6,2007,2,5,152000
297,9,1,7399,1,3,3,0,4,0,5,7,5,1997,1998,1,410,3,2,3,649,0,326,975,1,0,1950,0,0,2,1,3,1,3,7,1,0,2,576,2,10,0,0,0,0,0,6,2007,2,5,239000
298,9,3,11700,1,2,3,0,4,0,5,6,6,1968,1968,1,365,3,1,0,384,0,143,702,1,0,1743,0,0,1,2,3,1,0,7,1,3,2,539,2,0,0,0,0,0,0,6,2007,2,5,175000
299,4,3,14000,1,2,3,0,4,0,2,6,7,1950,2004,1,0,0,1,0,0,0,1092,1092,1,0,1152,0,0,1,0,3,1,3,6,1,3,1,300,2,36,0,0,0,0,0,1,2009,2,3,158500
300,3,3,15750,1,2,3,0,0,0,2,5,5,1953,1953,1,56,0,1,0,841,0,324,1165,1,0,1336,1,0,1,0,2,1,0,5,2,3,1,375,2,0,0,0,0,0,0,6,2006,2,5,157000
301,9,3,16226,1,0,3,0,4,0,5,8,5,1998,1999,1,0,3,2,3,281,0,747,1028,1,0,2452,0,0,2,1,4,1,3,9,1,0,2,683,2,50,0,0,0,0,0,8,2007,2,5,267000
302,4,3,13704,1,3,3,0,0,0,2,7,5,2001,2002,1,150,3,2,3,0,0,1541,1541,1,0,1541,0,0,2,0,3,1,3,6,1,0,3,843,2,81,0,0,0,0,0,4,2006,2,5,205000
303,4,3,9800,1,2,3,0,0,0,2,5,7,1972,1972,1,0,0,2,0,894,0,0,894,1,0,894,1,0,1,0,3,1,0,5,0,4,2,552,2,0,0,0,0,0,0,5,2006,2,0,149900
305,4,3,10386,1,2,3,0,4,0,2,8,5,2004,2005,2,246,3,2,3,1464,0,536,2000,1,0,2000,1,0,2,0,3,1,3,8,0,4,3,888,2,0,0,0,0,0,0,5,2007,2,5,305900
306,9,3,13474,1,2,3,0,4,0,5,7,5,1990,1991,1,246,3,1,3,700,0,0,700,1,0,2243,1,0,2,1,4,1,3,8,1,0,3,746,2,44,0,0,0,0,0,6,2007,2,5,225000
307,8,4,7920,1,3,3,0,4,0,0,6,7,1920,1950,1,0,0,1,0,0,0,319,319,1,0,1406,0,0,1,0,3,1,2,6,0,4,0,0,0,144,0,0,0,0,0,7,2008,2,5,89500
308,5,3,12342,1,3,3,0,4,0,2,4,5,1940,1950,1,0,0,1,0,262,0,599,861,1,0,861,0,0,1,0,1,1,0,4,0,4,2,539,2,0,0,0,0,0,0,7,2009,2,5,82500
310,9,3,7685,1,3,3,0,4,0,5,6,5,1993,1994,1,112,0,2,3,518,0,179,697,1,0,1501,0,0,2,1,3,1,3,6,1,0,2,420,2,63,0,0,0,0,0,8,2006,2,5,165600
311,4,3,8000,1,2,3,0,4,0,2,6,6,1948,2002,1,0,0,1,0,680,0,292,972,1,0,972,1,0,1,0,2,1,0,5,1,3,1,240,2,0,0,0,0,0,0,8,2009,2,5,132000
312,3,4,7800,1,2,3,0,4,0,0,5,7,1939,1950,1,0,0,1,3,507,0,286,793,1,0,1118,1,0,1,0,3,1,0,5,1,3,2,410,2,0,0,0,0,0,0,8,2006,2,5,119900
314,10,4,9600,1,2,3,0,4,0,5,7,7,1925,1990,1,0,0,0,0,16,0,712,728,1,0,1641,0,0,1,1,3,1,1,6,1,3,2,546,2,0,0,0,0,0,0,1,2006,2,5,178000
315,9,3,7795,1,3,3,0,4,0,5,7,5,2004,2005,1,0,3,2,3,425,0,291,716,1,0,1432,1,0,2,1,3,1,3,6,1,3,2,432,2,51,0,0,0,0,0,5,2009,2,5,188500
317,9,1,9000,1,2,3,0,4,0,5,8,5,2006,2006,1,0,3,2,3,0,0,1088,1088,1,0,1959,0,0,2,1,3,1,3,8,1,3,3,938,2,46,0,0,0,0,0,2,2007,2,5,270000
318,9,3,9900,1,2,2,0,4,1,5,7,5,1993,1993,1,256,3,2,3,987,0,360,1347,1,0,2646,1,0,2,1,4,1,3,9,1,0,3,656,2,60,0,0,0,0,0,0,2009,2,5,260000
319,12,3,14115,1,2,3,0,4,0,7,7,5,1980,1980,1,225,0,1,3,1036,0,336,1372,1,0,1472,1,0,2,0,3,1,0,6,2,0,2,588,2,48,0,0,0,0,0,6,2009,2,5,187500
323,4,4,5820,1,2,3,0,4,0,2,3,7,1955,2005,1,0,0,1,0,256,0,906,1162,1,0,1163,1,0,1,0,3,1,0,6,0,4,1,220,2,98,0,0,0,0,0,5,2006,2,5,126175
325,7,4,5000,1,2,3,0,4,0,1,5,6,1941,1950,1,0,0,1,0,116,0,604,720,0,0,803,0,0,1,0,2,1,0,5,0,4,2,360,2,0,0,0,0,0,0,2,2007,2,5,87000
327,4,3,11600,1,2,3,0,4,0,2,6,5,1960,1960,1,175,0,1,0,565,0,818,1383,1,0,1383,0,0,1,1,3,1,0,7,0,4,1,292,2,45,0,0,0,0,0,0,2006,2,5,145250
328,11,3,11888,1,3,0,0,4,0,4,6,6,1916,1994,1,0,0,0,0,0,0,844,844,0,0,2134,0,0,2,0,4,1,3,10,0,4,2,441,2,60,0,0,0,0,0,5,2009,2,5,214500
329,10,4,6402,1,2,3,0,0,0,5,5,5,1920,1950,1,0,0,2,0,0,0,596,596,0,0,1192,0,0,1,0,3,1,0,6,0,4,1,189,0,0,0,0,0,0,0,5,2009,2,5,78000
330,14,3,10624,1,3,3,0,4,0,2,5,4,1964,1964,1,84,0,1,0,40,0,1424,1728,1,0,1728,0,0,2,0,4,1,0,10,0,4,1,352,2,0,0,0,0,0,0,9,2007,2,5,119000
331,4,3,8176,1,2,3,0,4,0,2,5,6,1958,1992,1,0,0,1,0,846,0,210,1056,1,0,1056,1,0,1,0,3,1,0,6,0,4,1,308,2,0,0,0,0,0,0,1,2007,2,5,139000
333,0,4,8198,1,2,3,0,3,0,2,7,5,2004,2004,2,146,3,2,3,720,0,638,1358,1,0,1358,1,0,2,0,2,1,3,6,1,3,2,484,2,30,0,0,0,0,0,5,2008,2,5,207000
334,9,3,9042,1,3,3,0,4,0,5,6,5,1998,1998,1,0,0,2,3,828,0,115,943,1,0,1638,1,0,2,1,3,1,0,7,2,0,2,472,2,38,0,0,0,0,0,5,2008,2,5,192000
335,3,3,17673,0,3,1,0,0,2,0,5,6,1965,1965,1,0,0,1,0,1249,0,103,1499,1,0,1786,2,0,2,0,3,1,0,7,2,3,2,529,2,0,0,0,0,0,0,1,2008,2,5,228950
337,4,3,9135,1,2,3,0,4,0,2,7,5,2002,2003,1,113,3,2,3,810,0,726,1536,1,0,1536,1,0,2,0,3,1,3,7,0,4,2,532,2,74,0,0,0,0,0,2,2008,2,5,214000
338,4,3,14145,1,2,3,0,0,0,2,7,7,1984,1998,1,0,3,1,3,213,0,995,1208,1,0,1621,1,0,2,0,3,1,3,8,0,4,2,440,2,45,0,0,0,0,0,8,2006,2,5,202500
339,4,3,12400,1,3,3,0,4,0,2,6,7,1958,1998,1,176,0,1,0,585,0,630,1215,1,0,1215,0,0,1,0,3,1,0,6,0,4,1,297,2,0,0,0,0,0,0,6,2009,2,5,155000
340,9,3,14191,1,2,3,0,4,0,5,8,5,2002,2002,1,0,3,2,3,0,0,967,967,1,0,1908,0,0,2,1,4,1,3,9,0,4,2,431,2,0,0,0,0,0,0,0,2010,2,5,202900
341,4,2,8400,1,2,3,0,4,0,2,4,4,1950,1950,1,0,2,1,0,0,0,721,721,1,0,841,0,0,1,0,2,1,0,4,0,4,1,294,0,0,0,0,0,0,0,11,2009,2,5,82000
343,0,3,8849,1,3,3,0,4,0,2,9,5,2005,2005,1,410,1,2,1,28,0,1656,1684,1,0,1684,0,0,2,0,2,1,1,6,1,1,2,564,2,72,0,0,0,0,0,5,2008,2,5,266000
345,8,3,6435,1,2,3,0,4,0,0,6,5,1939,1950,1,0,0,0,0,0,0,972,972,1,0,1577,0,0,1,0,3,1,2,6,1,3,1,312,2,0,0,0,0,0,0,10,2006,2,5,140200
346,4,3,12772,1,3,3,0,1,0,2,6,7,1960,1998,1,0,0,1,0,498,0,460,958,1,0,958,0,0,1,0,2,1,0,5,0,4,1,301,2,0,0,0,0,0,0,0,2007,2,5,151500
347,4,3,17600,1,3,3,0,4,0,2,6,5,1960,1960,1,30,0,1,0,1270,0,208,1478,1,0,1478,1,0,2,0,3,1,0,6,2,3,2,498,2,40,0,0,0,0,0,2,2009,2,5,157500
348,1,3,2448,1,2,3,0,4,0,5,7,5,2003,2004,2,106,3,2,3,573,0,191,764,1,0,1626,1,0,2,1,2,1,3,6,0,4,2,474,2,27,0,0,0,0,0,10,2008,2,5,154000
350,0,3,7820,1,3,3,0,4,0,2,9,5,2007,2007,1,362,1,2,1,0,0,1685,1869,1,0,1869,0,0,2,0,2,1,1,6,1,3,2,617,2,54,0,0,0,0,0,2,2007,7,4,318061
351,0,3,5271,1,3,2,0,4,1,2,7,5,1986,1986,1,0,0,2,3,1082,0,371,1453,1,0,1453,1,0,1,1,2,1,3,6,1,0,2,445,2,80,0,0,0,0,0,2,2006,2,0,190000
352,8,3,9084,1,2,3,0,4,0,0,5,6,1941,1950,1,0,0,1,0,236,0,0,616,0,0,1111,0,0,1,0,3,1,0,5,0,4,1,200,2,0,0,0,0,0,0,7,2008,5,5,95000
353,5,4,8520,1,2,3,0,4,0,2,6,7,1928,2003,1,0,0,0,0,0,0,624,624,1,0,720,0,0,1,0,2,1,0,5,0,4,2,484,2,0,0,0,0,0,0,8,2010,2,5,105900
354,8,3,8400,1,2,0,0,4,0,0,6,5,1940,2000,1,0,0,1,0,388,0,552,940,1,0,1595,0,0,1,0,2,1,0,6,2,3,1,240,2,0,0,0,0,0,0,6,2006,2,5,140000
355,4,3,11249,1,1,3,0,4,0,2,6,5,1995,1995,1,0,3,2,3,334,0,322,1200,1,0,1200,1,0,2,0,3,1,3,6,0,4,2,521,2,26,0,0,0,0,0,1,2007,2,5,177500
356,4,3,9248,1,3,3,0,4,0,2,6,6,1992,1992,1,106,0,2,3,560,0,598,1158,1,0,1167,1,0,2,0,3,1,3,6,0,4,2,400,2,26,0,0,0,0,0,5,2009,2,5,173000
357,0,4,4224,1,2,3,0,4,0,2,5,5,1976,1976,1,0,0,2,3,874,0,268,1142,1,0,1142,1,0,1,1,3,1,0,6,1,5,2,528,2,90,0,0,0,0,0,1,2007,2,5,134000
358,12,3,6930,1,3,3,0,4,0,7,5,4,1958,1958,1,120,0,1,0,300,0,468,1062,1,0,1352,0,0,1,0,3,1,3,6,0,4,1,288,2,0,0,0,0,0,0,5,2006,2,0,130000
359,9,3,12011,1,3,3,0,1,0,5,8,5,1998,1998,1,410,3,2,3,956,0,130,1086,1,0,1924,1,0,2,1,3,1,3,7,1,0,2,592,2,75,0,0,0,0,0,6,2006,2,5,280000
360,13,3,7540,1,3,3,0,1,0,6,6,6,1978,1978,1,0,0,1,3,773,0,115,888,1,0,912,1,0,1,0,2,1,0,5,1,0,2,470,2,0,0,0,0,0,0,6,2007,2,5,156000
361,8,3,9144,1,2,3,0,4,0,0,5,5,1940,1982,1,0,0,1,0,399,0,484,883,1,0,1505,1,0,1,0,3,1,0,8,0,4,1,240,0,0,0,0,0,0,0,5,2008,2,5,145000
363,1,4,1680,1,2,3,0,4,0,5,6,7,1972,2007,1,410,0,1,0,162,0,321,483,1,0,987,0,0,1,1,2,1,3,5,0,4,1,264,2,0,0,0,0,0,0,8,2009,2,5,118000
364,9,3,17673,1,3,3,0,2,0,5,6,5,1976,1976,1,120,0,2,3,712,0,84,796,1,0,1574,1,0,2,1,3,1,0,6,1,0,2,566,2,111,0,0,0,0,0,5,2006,2,5,190000
365,10,4,10690,1,2,3,0,4,0,5,5,7,1920,1997,1,0,0,1,0,456,0,216,672,1,0,1344,0,0,1,0,3,1,0,6,0,4,1,468,2,128,0,0,0,0,0,5,2009,2,5,147000
366,4,3,9500,1,3,3,0,4,0,2,6,5,1963,1963,1,247,0,1,3,609,0,785,1394,1,0,1394,1,0,1,1,3,1,0,6,2,3,2,514,2,76,0,0,0,0,0,5,2009,2,5,159000
367,12,3,9150,1,3,3,0,0,0,7,6,5,1962,1962,1,305,0,1,3,371,0,728,1099,1,0,1431,0,0,1,0,3,1,0,6,1,3,1,296,2,110,0,0,0,0,0,2,2008,2,5,165000
368,4,3,7800,1,2,3,0,4,0,2,5,6,1954,1954,1,200,0,2,0,540,0,728,1268,1,0,1268,0,0,1,0,2,1,0,7,1,3,1,244,2,98,0,0,0,0,0,7,2010,2,5,132000
369,4,3,9830,1,3,3,0,0,0,2,5,7,1959,2006,1,0,0,1,0,72,0,733,1063,1,0,1287,1,0,1,0,3,1,3,7,1,3,2,576,2,17,0,0,0,0,0,7,2010,2,5,162000
370,9,3,8121,1,3,3,0,4,0,5,6,5,2000,2000,1,0,0,2,3,0,0,953,953,1,0,1664,0,0,2,1,3,1,0,7,1,0,2,460,2,40,0,0,0,0,0,4,2006,2,5,172400
372,0,3,7175,1,2,3,0,4,0,2,6,5,1984,1984,1,0,0,1,3,623,0,0,744,1,0,752,1,0,1,0,2,1,0,4,0,4,1,264,2,0,0,0,0,0,0,3,2010,2,5,125000
373,4,3,10634,1,2,3,0,4,0,2,5,6,1953,1953,1,0,0,2,0,428,0,0,608,1,0,1319,1,0,1,0,3,1,0,5,0,4,1,270,2,0,0,0,0,0,0,9,2009,2,5,123000
374,9,3,8200,1,2,3,0,4,0,5,7,5,2003,2004,1,0,3,2,3,0,0,847,847,1,0,1928,0,0,2,1,4,1,3,8,1,3,2,434,2,48,0,0,0,0,0,5,2007,2,5,219500
376,13,3,8846,1,3,3,0,1,0,6,5,5,1996,1996,1,0,3,2,3,298,0,572,870,1,0,914,0,0,1,0,2,1,0,5,0,4,2,576,2,0,0,0,0,0,0,5,2006,2,5,148000
379,9,3,8123,1,3,3,0,4,0,5,6,5,2000,2000,1,16,0,2,3,0,0,982,982,1,0,1800,0,0,2,1,3,1,0,7,1,0,2,463,2,63,0,0,0,0,0,6,2009,2,5,179000
380,8,3,5000,1,2,3,0,4,0,0,5,6,1924,1950,1,0,0,0,0,218,0,808,1026,1,0,1691,0,0,2,0,3,1,3,6,1,3,1,308,2,0,0,0,0,0,0,8,2010,2,5,127000
381,4,1,7200,1,2,3,0,4,0,2,7,5,2006,2006,1,0,3,2,3,0,0,1293,1293,1,0,1301,1,0,2,0,2,1,3,5,1,3,2,572,2,121,0,0,0,0,0,1,2006,7,4,187750
382,9,3,9245,1,3,3,0,4,0,5,7,5,2006,2006,1,0,3,2,3,0,0,939,939,1,0,1797,0,0,2,1,3,1,3,8,0,4,2,639,2,53,0,0,0,0,0,0,2007,2,5,213500
385,0,3,3182,1,2,3,0,4,0,2,8,5,2004,2005,1,16,3,2,3,24,0,1232,1256,1,0,1269,0,0,2,0,2,1,3,6,1,0,2,430,2,20,0,0,0,0,0,0,2010,2,5,192000
387,12,3,7200,1,2,3,0,4,0,7,6,6,1976,1976,1,255,0,1,0,631,0,410,1041,1,0,1125,1,0,1,0,3,1,0,6,1,2,1,352,2,0,0,0,0,0,0,10,2009,2,0,125000
388,4,3,9382,1,3,3,0,1,0,2,7,5,1999,2000,1,125,3,2,3,0,0,1468,1468,1,0,1479,0,0,2,0,3,1,3,6,0,4,2,577,2,25,0,0,0,0,0,5,2008,2,5,191000
390,8,3,8405,1,2,3,0,4,0,0,5,7,1900,1950,1,0,0,0,0,241,0,229,861,1,0,1367,1,0,1,0,4,1,0,7,0,4,1,384,2,130,0,0,0,0,0,0,2008,2,5,119000
393,5,3,7446,1,2,3,0,0,0,2,4,5,1941,1950,1,0,0,1,0,266,0,522,788,1,0,788,0,0,1,0,2,1,0,4,2,0,0,0,2,0,0,0,0,0,0,0,2006,2,0,100000
394,8,3,10134,1,2,3,0,4,0,0,5,6,1940,1950,1,0,0,1,0,0,0,735,735,1,0,1034,0,0,1,0,2,1,0,5,0,4,1,240,2,39,0,0,0,0,0,5,2007,2,5,109000
395,4,3,9571,1,2,3,0,4,0,2,5,6,1956,1956,1,0,0,1,0,739,0,405,1144,1,0,1144,1,0,1,0,3,1,0,6,0,4,1,596,2,0,0,0,0,0,0,6,2010,2,5,129000
396,4,3,7200,1,2,2,0,4,0,2,5,5,1972,1972,1,0,0,1,0,777,0,117,894,1,0,894,0,0,1,0,2,1,0,6,0,4,2,600,2,0,0,0,0,0,0,11,2009,2,5,123000
400,0,3,14963,1,1,3,0,4,0,2,8,5,1996,1996,1,0,3,2,3,786,0,474,1260,1,0,1288,1,0,1,1,1,1,1,4,2,3,2,500,2,30,0,0,0,0,0,2,2008,2,5,245500
401,4,3,8767,1,3,3,0,4,0,2,7,5,2005,2005,1,0,3,2,3,24,0,1286,1310,1,0,1310,0,0,2,0,3,1,3,6,1,3,2,400,2,0,0,0,0,0,0,5,2006,7,4,164990
402,5,3,10200,1,2,3,0,4,0,2,5,7,1940,1997,1,0,0,2,0,0,0,672,672,1,0,672,0,0,1,0,2,1,0,4,0,4,1,240,0,0,0,0,0,0,0,1,2008,2,5,108000
403,9,3,12090,1,2,3,0,0,0,5,8,5,1998,1998,1,410,3,2,3,0,0,1141,1141,1,0,2263,0,0,2,1,4,1,3,10,1,0,2,420,2,123,0,0,0,0,0,5,2006,2,0,258000
404,9,3,10364,1,3,3,0,4,0,5,6,5,1995,1996,1,0,0,2,3,0,0,806,806,1,0,1572,0,0,2,1,3,1,0,7,1,0,2,373,2,40,0,0,0,0,0,8,2007,2,5,168000
405,4,3,9991,1,3,3,0,0,0,2,4,4,1976,1993,1,0,0,1,0,1116,0,165,1281,1,0,1620,1,0,2,0,3,1,0,8,1,0,2,490,2,78,0,0,0,0,0,6,2009,2,5,150000
406,8,3,10480,1,2,3,0,4,0,0,6,5,1936,1950,1,0,0,0,0,0,0,1064,1064,1,0,1639,0,0,1,0,3,1,0,6,0,4,1,240,2,0,0,0,0,0,0,7,2008,2,5,115000
407,10,3,15576,1,2,3,0,4,0,5,6,7,1915,1976,1,0,0,0,3,0,0,840,840,1,0,1680,0,0,2,0,4,1,0,8,0,4,1,308,2,0,0,0,0,0,0,7,2008,2,5,177000
408,9,3,14154,1,2,3,0,0,0,5,7,5,2006,2006,1,350,3,2,1,0,0,1063,1063,1,0,2172,0,0,2,1,3,1,3,9,1,3,3,938,2,62,0,0,0,0,0,1,2007,7,4,280000
411,3,3,17673,1,2,0,0,4,0,2,5,5,1955,1955,1,0,0,1,0,1056,0,0,1056,0,0,1056,1,0,1,0,3,1,0,5,0,4,2,572,2,0,0,0,0,0,0,4,2006,2,5,145000
412,4,1,4403,1,1,3,0,4,0,2,7,5,2009,2009,2,410,1,2,1,578,0,892,1470,1,0,1478,1,0,2,1,2,1,3,7,1,3,2,484,2,144,0,0,0,0,0,6,2010,7,4,222000
413,5,4,8960,1,2,3,0,4,0,2,5,6,1927,1950,1,0,0,1,0,0,0,1008,1008,1,0,1028,0,0,1,0,2,1,0,5,1,3,2,360,2,0,0,0,0,0,0,7,2010,2,5,115000
415,4,3,8899,1,3,3,0,4,0,2,7,5,2007,2007,1,0,3,2,3,24,0,1316,1340,1,0,1340,0,0,2,0,3,1,3,6,0,4,2,396,2,30,0,0,0,0,0,1,2007,7,4,181134
416,9,3,7844,1,2,3,0,4,0,5,6,7,1978,1978,1,203,0,1,0,209,0,463,672,1,0,1400,0,0,1,1,3,1,0,6,1,0,2,440,2,0,0,0,0,0,0,7,2006,2,5,149500
417,10,3,17673,1,3,3,0,4,0,5,6,6,1918,1950,1,0,0,0,3,1128,0,242,1370,0,0,2624,1,0,2,1,4,1,0,10,1,3,3,864,0,0,0,0,0,0,0,9,2007,2,5,239000
418,8,3,8160,1,2,3,0,4,0,0,5,6,1940,1950,1,0,0,0,0,312,0,444,756,0,0,1134,1,0,1,1,3,1,0,7,0,4,1,240,1,0,0,0,0,0,0,0,2007,2,1,126000
419,4,3,8450,1,2,3,0,4,0,2,5,6,1968,1968,1,0,0,1,0,775,0,281,1056,1,0,1056,1,0,1,0,3,1,0,6,1,2,1,304,2,85,0,0,0,0,0,5,2010,2,5,142000
420,14,4,7060,1,2,3,0,4,0,6,7,5,1997,1998,1,200,0,2,3,1309,0,35,1344,1,0,1344,2,0,2,0,2,1,0,8,0,4,3,784,2,0,0,0,0,0,0,9,2008,2,2,206300
421,4,3,16635,1,3,3,0,2,0,2,6,7,1977,2000,2,126,3,1,3,1246,0,356,1602,1,0,1602,0,0,2,0,3,1,3,8,1,0,2,529,2,0,0,0,0,0,0,6,2009,2,5,215000
422,4,3,17673,1,2,1,0,4,1,2,5,5,1954,1954,1,0,0,1,0,0,0,988,988,1,0,988,0,0,1,0,2,1,0,4,0,4,2,520,0,0,0,0,0,0,0,3,2008,2,5,113000
423,9,3,9200,1,2,3,0,4,0,5,8,5,1998,1998,1,410,3,2,3,986,0,484,1470,1,0,2630,1,0,2,1,4,1,3,8,1,0,3,696,2,66,0,0,0,0,0,6,2008,2,5,315000
424,4,3,9000,1,2,3,0,4,0,2,6,5,1956,1956,1,74,0,1,3,616,0,580,1196,1,0,1196,1,0,1,0,2,1,0,6,1,3,1,297,2,44,0,0,0,0,0,8,2008,2,5,139000
425,9,4,3378,1,2,1,0,4,0,5,7,7,1946,1992,1,0,0,1,0,0,0,651,651,1,0,1389,0,0,1,1,3,1,0,6,2,3,1,240,1,0,0,0,0,0,0,11,2009,2,5,135000
426,12,3,12800,1,2,2,0,4,1,7,7,5,1989,1989,1,145,3,2,3,1518,0,0,1518,1,0,1644,1,0,2,0,2,1,3,5,1,0,2,569,2,0,0,0,0,0,0,1,2009,2,5,275000
427,4,3,8593,1,3,3,0,4,0,2,4,6,1957,1957,1,0,0,1,0,288,0,619,907,1,0,907,0,0,1,0,3,1,0,5,0,4,1,352,2,0,0,0,0,0,0,5,2008,2,5,109008
428,4,3,6762,1,2,3,0,4,0,2,7,5,2007,2007,1,108,3,2,3,664,0,544,1208,1,0,1208,1,0,2,0,2,1,3,6,0,4,2,628,2,54,0,0,0,0,0,11,2007,7,4,195400
429,4,3,11457,1,3,3,0,0,0,2,6,5,1988,1988,1,0,0,1,3,1005,0,387,1392,1,0,1412,1,0,2,0,3,1,3,6,1,0,2,576,2,0,0,0,0,0,0,7,2009,2,5,175000
430,1,4,1680,1,2,3,0,4,0,5,6,5,1971,1971,1,232,0,1,0,387,0,96,483,1,0,987,0,0,1,1,2,1,0,4,0,4,1,264,2,0,0,0,0,0,0,5,2008,3,0,85400
431,8,4,5586,1,3,0,0,4,0,0,6,7,1920,1998,1,0,0,0,0,0,0,901,901,1,0,1198,0,0,1,0,4,1,0,7,0,4,0,0,0,98,0,0,0,0,0,11,2008,4,0,79900
432,1,4,1920,1,2,3,0,4,0,5,5,5,1971,1971,1,376,0,1,0,471,0,294,765,1,0,1365,1,0,1,1,2,1,0,6,0,4,2,440,2,36,0,0,0,0,0,1,2007,2,5,122500
433,9,3,10839,1,3,3,0,0,0,5,6,5,1997,1998,1,0,0,2,3,0,0,926,926,1,0,1604,0,0,2,1,3,1,0,7,1,0,2,470,2,36,0,0,0,0,0,5,2008,2,5,181000
434,2,4,1890,1,2,3,0,4,0,6,4,7,1972,1972,1,0,0,1,3,495,0,135,630,1,0,630,1,0,1,0,1,1,0,3,0,4,0,0,2,0,0,0,0,0,0,6,2008,2,5,81000
435,9,3,10667,1,1,3,0,1,0,5,7,6,1996,1996,1,0,3,2,3,385,0,70,799,1,0,1661,1,0,2,1,3,1,3,6,1,0,2,550,2,61,0,0,0,0,0,0,2009,5,5,212000
436,8,4,4400,1,2,3,0,4,0,0,6,7,1920,1950,1,0,0,0,2,0,0,648,648,1,0,1118,0,0,1,0,2,1,0,6,0,4,2,440,2,0,0,0,0,0,0,10,2006,2,5,116000
437,7,4,6000,1,2,3,0,4,0,1,6,7,1926,2004,1,0,3,2,0,0,0,884,884,1,0,904,0,0,1,0,2,1,0,4,0,4,1,180,2,0,0,0,0,0,0,4,2009,2,5,119000
438,5,3,4280,1,2,3,0,4,0,2,5,6,1913,2002,1,0,0,2,0,365,0,75,440,0,0,694,0,0,1,0,2,1,3,4,1,3,1,352,1,0,0,0,0,0,0,7,2007,2,5,90350
439,8,3,12354,1,2,3,0,0,0,0,6,7,1920,2000,1,0,0,0,0,0,0,684,684,1,0,1196,0,0,1,0,3,1,3,7,0,4,2,528,2,46,0,0,0,0,0,1,2009,6,5,110000
441,14,3,12108,1,2,3,0,4,0,2,4,4,1955,1955,1,270,0,1,0,133,0,1307,1440,0,0,1440,0,0,2,0,4,1,2,8,0,4,0,0,2,0,0,0,0,0,0,11,2008,2,5,118000
442,8,4,6240,1,2,3,0,4,0,0,5,7,1930,1992,1,0,0,2,0,0,0,1078,1078,1,0,1573,0,0,2,0,3,1,0,8,1,3,2,360,1,0,0,0,0,0,0,6,2008,2,5,162900
443,0,3,3922,1,2,3,0,4,0,2,7,5,2006,2007,1,72,3,2,1,0,0,1258,1258,1,0,1258,0,0,2,0,2,1,3,6,1,3,3,648,2,16,0,0,0,0,0,6,2007,7,4,172500
444,9,3,8750,1,2,3,0,4,0,5,7,5,1994,1995,1,0,3,2,3,642,0,273,915,1,0,1908,1,0,2,1,4,1,3,8,1,0,2,493,2,133,0,0,0,0,0,5,2008,2,5,210000
445,4,3,9855,1,2,3,0,0,0,2,6,5,1956,1956,1,0,0,1,0,0,0,1436,1436,1,0,1689,0,0,1,0,3,1,0,7,1,3,2,480,2,0,0,0,0,0,0,9,2009,3,5,127500
446,4,3,16492,1,3,3,0,0,0,2,6,6,1966,2002,1,0,3,1,0,247,0,557,1517,1,0,1888,0,0,2,1,2,1,3,6,1,3,2,578,2,0,0,0,0,0,0,6,2010,2,5,190000
447,9,3,11214,1,3,3,0,0,0,5,7,5,1998,1999,1,0,3,2,3,0,0,930,930,1,0,1886,0,0,2,1,4,1,3,10,1,0,2,431,2,0,0,0,0,0,0,5,2006,2,5,199900
448,8,4,8600,1,2,0,0,4,0,0,6,6,1937,1950,1,0,0,0,0,0,0,780,780,1,0,1376,0,0,2,0,3,1,0,7,1,3,1,198,0,0,0,0,0,0,0,6,2006,2,5,119500
450,5,4,5684,1,2,3,0,4,0,2,6,7,1930,2005,1,0,0,0,0,0,0,813,813,1,0,813,0,0,1,0,2,1,3,5,0,4,1,270,0,113,0,0,0,0,0,6,2006,2,5,110000
